study,name,title,author,year,abstract,cite,type,studies,url,doi
soep-is,11048,Was macht Gerechtigkeit aus? Deutsche WählerInnen befürworten über Parteigrenzen hinweg das Leistungs- und das Bedarfsprinzip,"Philipp Eisnecker, Jule Adriaans, Stefan Liebig",2018,"Stimmverluste der Volksparteien – wie zuletzt bei den Landtagswahlen in Bayern und Hessen – werden in der öffentlichen Debatte häufig als Indizien einer tiefen politischen Spaltung der Gesellschaft bewertet. Dabei wird argumentiert, dass die Wählerschaft immer weniger mit den am breiten Konsens orientierten Volksparteien anfangen könne, da sie in ihren Werten und Interessen zu stark polarisiert sei. Aber wie stark unterscheiden sich die Wählergruppen tatsächlich in ihren grundlegenden Einstellungen, etwa im Hinblick auf ihre Gerechtigkeitsvorstellungen? Auf Grundlage von Daten aus dem Jahr 2018 wurde überprüft, welche Gerechtigkeitsprofile für die WählerInnen deutscher Parteien jeweils charakteristisch sind. Dabei zeigen sich einerseits Unterschiede: Zum Beispiel lehnen WählerInnen der Unionsparteien das Gleichheitsprinzip – also die gleiche Verteilung von Gütern und Lasten auf alle – besonders deutlich ab. UnterstützerInnen der Linken stehen dem positiver gegenüber. Aber es gibt auch Gemeinsamkeiten:  Die Verteilung nach dem Leistungsprinzip wird über alle Parteigrenzen hinweg als gerecht empfunden. Auch die Forderung, dass allen Menschen entsprechend des Bedarfsprinzips ein minimaler Lebensstandard zugesichert werden sollte, wird breit unterstützt.","Philipp Eisnecker, Jule Adriaans, Stefan Liebig. 2018: Was macht Gerechtigkeit aus? Deutsche WählerInnen befürworten über Parteigrenzen hinweg das Leistungs- und das Bedarfsprinzip. DIW aktuell 17. Berlin: DIW Berlin",35 Other DIW Publication,SOEP-IS-BUS,https://www.diw.de/de/diw_01.c.606704.de/presse/diw_aktuell/was_macht_gerechtigkeit_aus_deutsche_waehlerinnen_befuerworten_ueber_parteigrenzen_hinweg_das_leistungs_und_das_bedarfsprinzip.html,
soep-is,11171,Social Explanations of Lottery Play: New Evidence Based on National Survey Data,"Mark Lutter, Daria Tisch, Jens Beckert",2018,"This study examines the social contexts of gambling and analyzes social motivations for playing the lottery. We test three sociological approaches simultaneously: network effects, consumption theory, and strain theory. The data used (SOEP-IS, N = 5868 individuals) has several advantages beyond being a large-scale representative sample of the German population. With information on households, we can analyze social network effects while avoiding the problems of egocentric network data. Another benefit of the SOEP-IS is the panel structure. We use the panel structure to improve measurements of strain theory by using the decline in income over time as a measure for it. Our results suggest that the three theories explain different aspects of lottery play. Networks seem to have an influence on lottery play. Having another person in the household playing the lottery is positively associated with both the probability of playing (regularly) and expenditures on lottery tickets. Daydreams and the belief in good luck are positively associated with lottery play as well. Strain theory is confirmed insofar as we find that a decline in income is significantly related to expenditures but not to the probability of playing the lottery. Overall, this study suggests that people play the lottery depending on their social surroundings, their desire to participate in a world normally out of their reach, and the tensions they feel from the distance between their aspirations and their actual social position.","Mark Lutter, Daria Tisch, Jens Beckert. 2018: Social Explanations of Lottery Play: New Evidence Based on National Survey Data. Journal of Gambling Studies 34 (4), 1185–1203",02 SSCI Journal,SOEP-IS,http://rdcu.be/HzB3,10.1007/s10899-018-9748-0
soep-is,11233,How Do Households Allocate Risk?,"Christoph Engel, Alexandra Fedorets, Olga Gorelkina",2018,"Individuals often have to decide to which degree of risk they want to expose others, or how much risk to accept if their choice has an externality on third parties. One typical application is a household. We run an experiment in the German Socio-Economic Panel with two members from 494 households. Participants have a good estimate of each other’s risk preferences, even if not explicitly informed. They do not simply match this preference when deciding on behalf of the other household member, but shy away from exposing others to risk. We model the situation, and we ﬁnd four distinct types of individuals, and two distinct types of households.","Christoph Engel, Alexandra Fedorets, Olga Gorelkina. 2018: How Do Households Allocate Risk? SOEPpapers 1000. Berlin: DIW Berlin",32 SOEPpaper,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.611690.de/diw_sp1000.pdf,
soep-is,11236,Accuracy of Food Preference Predictions in Couples,"Benjamin Scheibehenne, Jutta Mata, David Richter",2019,"The goal of this study was to identify and empirically test variables that indicate how well partners in relationships know each other’s food preferences. Participants (n = 2,854) lived in the same household and were part of a large, nationally representative panel study in Germany. Each partner independently predicted the other’s preferences for several common food items. Results show that predictive accuracy was higher for likes and for extreme and stereotypical preferences as compared to dislikes and for moderate and idiosyncratic preferences. Accuracy was also higher for couples with a high similarity in preferences and with longer relationship duration but was independent of participants’ age after controlling for relationship duration. The data also show that relationship duration was accompanied by higher similarity in couples’ food preferences. There was a small positive correlation between partner knowledge and both partner similarity and satisfaction with family life, but no correlation between partner knowledge and general life satisfaction. The results reconcile both valence and base-rate accounts of preference prediction accuracy.","Benjamin Scheibehenne, Jutta Mata, David Richter. 2019: Accuracy of Food Preference Predictions in Couples. Appetite 133 (February 2019), 344-352",01 SCI Journal,SOEP-IS,http://www.diw.de/documents/publikationen/73/diw_01.c.611887.de/diw_sp1003.pdf,10.1016/j.appet.2018.11.021
soep-is,11364,"Depression, Risk Preferences and Risk-Taking Behavior","Deborah A. Cobb-Clark, Sarah Dahmann, Nathan Kettlewell",2021,"Depression affects the way that people process information and make decisions, including those involving risk and uncertainty. Our objective is to analyze the way that depressive episodes shape risk preferences and risk-taking behaviors. We are the first to address this issue using large-scale, representative panel data that include both behavioral and stated risk preference measures and a theoretical framework that accounts for the multiple pathways through which depression affects risk-taking. We find no disparity in the behavioral risk preferences of the mentally well vs. depressed; yet depression is related to people’s stated risk preferences and risk-taking behaviors in ways that are context-specific. Those who are likely to be experiencing a depressive episode report less willingness to take risks in general, but more willingness to take health risks, for example. We investigate these patterns by developing a conceptual model — informed by the psychological literature — that links depression to risk-taking behavior through the key elements of a standard intertemporal choice problem (e.g., time preferences, expectations, budget constraints). This motivates a mediation analysis in which we show that differences in risk-taking behavior are largely explained by depression-related disparities in behavioral traits such as locus of control, optimism and trust. Overall, we find that there is no overarching tendency for those who are depressive to engage in either more or less risk-taking. Instead, the decision-making context matters in ways that largely align with our theoretical expectations.","Deborah A. Cobb-Clark, Sarah Dahmann, Nathan Kettlewell. 2021: Depression, Risk Preferences and Risk-Taking Behavior. Journal of Human Resources (online first)",02 SSCI Journal,"SOEP v33.1i, SOEP-IS 2016",http://www.diw.de/documents/publikationen/73/diw_01.c.626295.de/diw_sp1038.pdf,10.3368/jhr.58.1.0419-10183R1
soep-is,11366,Individual Labor Market Effects of Local Public Expenditures on Sports,"Tim Pawlowski, Carina Steckenleiter, Tim Wallrafen, Michael Lechner",2019,"By merging administrative data on public finances of all municipalities in Germany with individual data from the German Socio-Economic Panel, we explore whether local public expenditures on sports facilities influences individual labor market outcomes. Our identification strategy follows a selection-on-observables approach and exploits the panel structure of the data covering 12 years between 2001 and 2012. The results of our matching estimations suggest that both women and men living in municipalities with high expenditure levels benefit, exhibiting approximately 7 percent of additional household net income on average. However, this income effect is fully captured by earning gains for men rather than women living in the household. Additional analysis suggests, that these gender differences, which can also be observed in terms of working time, hourly wage and employment status, appear plausible since women in the age cohort under consideration are less likely than men to engage in sports in general and in any of the publicly funded sports facilities in particular. Moreover, improved well-being and health are possible mechanisms that determine how the positive labor market effects for men may unfold.","Tim Pawlowski, Carina Steckenleiter, Tim Wallrafen, Michael Lechner. 2019: Individual Labor Market Effects of Local Public Expenditures on Sports. Labour Economics 70 101996",02 SSCI Journal,"SOEP-Core, SOEP-regio; SOEP-IS",https://www.sciencedirect.com/science/article/pii/S0927537121000312/pdfft?md5=8b289e786c12375966d4636df6422730&pid=1-s2.0-S0927537121000312-main.pdf,10.1016/j.labeco.2021.101996
soep-is,11434,"Zustimmung für bedingungsloses Grundeinkommen eher bei jungen, bei besser gebildeten Menschen sowie in unteren Einkommensschichten","Jule Adriaans, Stefan Liebig, Jürgen Schupp",2019,"Repräsentative Befragungsergebnisse zeigen in Deutschland seit 2016/17 eine stabile Zustimmungsrate zur Einführung eines bedingungslosen Grundeinkommens, zwischen 45 und 52 Prozent; im europäischen Vergleich sind diese Zustimmungsraten eher gering. Gerade junge, höher gebildete und von Armut bedrohte Menschen unterstützen in Deutschland die Idee eines bedingungslosen Grundeinkommens. Aber nicht nur die eigene Position, sondern auch subjektive Gerechtigkeitseinstellungen stehen im Zusammenhang mit der Einstellung zum bedingungslosen Grundeinkommen. Leistungsgerechtigkeit und bedingungsloses Grundeinkommen stehen scheinbar im Widerspruch. Werden hingegen Defizite bei der Deckung des Bedarfs im unteren Einkommensbereich der Gesellschaft festgestellt, geht dies eher mit einer Befürwortung des bedingungslosen Grundeinkommens einher. Die Analysen zeigen somit, dass die Einstellung zum bedingungslosen Grundeinkommen bestimmten Mustern und sozialen Regelmäßigkeiten folgt und im Zeitraum 2016 bis 2018 relativ stabil ist. Solange die gesellschaftlichen Kosten und Nutzen der Einführung eines solchen Grundeinkommens weitestgehend unklar sind, ist der vergleichsweise hohe Anteil an Befürworterinnen und Befürwortern mit Vorsicht zu interpretieren und nicht gleichzusetzen mit einer tatsächlichen Reformbereitschaft in der Bevölkerung.","Jule Adriaans, Stefan Liebig, Jürgen Schupp. 2019: Zustimmung für bedingungsloses Grundeinkommen eher bei jungen, bei besser gebildeten Menschen sowie in unteren Einkommensschichten. DIW Wochenbericht 86 (15), 263-270",05 DIW Weekly Report,SOEP-IS-BUS,http://www.diw.de/documents/publikationen/73/diw_01.c.618742.de/19-15-1.pdf,10.18723/diw_wb:2019-15-1
soep-is,11436,"In Germany, Younger, Better Educated Persons, and Lower Income Groups Are More Likely to Be in Favor of Unconditional Basic Income","Jule Adriaans, Stefan Liebig, Jürgen Schupp",2019,"Representative survey results have shown a stable approval rate for implementing unconditional basic income of between 45 and 52 percent in Germany since 2016/17. In European comparison, this approval rate is low. Younger, better educated persons, and those at risk of poverty support the concept of unconditional basic income in Germany. But these demographics are not the only factors that correlate with attitudes toward unconditional basic income: subjective justice attitudes do as well. The justice norm of equity and unconditional basic income appear to be contradictory. On the other hand, people who find that there are deficits in covering the needs of society’s lower income groups tend to approve of unconditional basic income. Therefore, analyses show that attitudes toward unconditional basic income follow specific patterns and social regularities; and they were relatively stable between 2016 and 2018. As long as uncertainty predominates regarding the social costs and benefits of implementing such a basic income, the relatively high proportion of those in favor must be interpreted with care. It does not indicate that society is actually ready for reforms in this direction.","Jule Adriaans, Stefan Liebig, Jürgen Schupp. 2019: In Germany, Younger, Better Educated Persons, and Lower Income Groups Are More Likely to Be in Favor of Unconditional Basic Income. DIW Weekly Report 9 (15), 127-134",05 DIW Weekly Report,SOEP-IS-BUS,http://www.diw.de/documents/publikationen/73/diw_01.c.618763.de/dwr-19-15-1.pdf,10.18723/diw_dwr:2019-15-1
soep-is,11448,Experienced Well-Being and Labor Market Status: The Role of Pleasure and Meaning,"Tobias Wolf, Maria Metzing, Richard E. Lucas",2022,"This paper examines the experienced well-being of employed and unemployed workers. We use the survey-adapted Day Reconstruction Method of the Innovation Sample of the German Socio-Economic Panel Study to analyze the role of the employment status for well-being, incorporating time use. We use the novel P-index to summarize the average share of pleasurable minutes on a day and show that in contrast to evaluative life satisfaction the unemployed experiences more pleasurable minutes due to the absence of working episodes. Hence, we examine working episodes in depth. While working is among the activities with the highest propensities for an unpleasant experience, it is also among the most meaningful activities. We show that meaning is a central non-monetary determinant for pleasure at work and find that pleasure during work and job satisfaction have a comparable association with meaning.","Tobias Wolf, Maria Metzing, Richard E. Lucas. 2022: Experienced Well-Being and Labor Market Status: The Role of Pleasure and Meaning. Social Indicators Research (online first)",02 SSCI Journal,SOEP-IS,https://link.springer.com/content/pdf/10.1007/s11205-022-02884-y.pdf,10.1007/s11205-022-02884-y
soep-is,11470,"SOEP-IS 2017 – Methodenbericht Online-Zusatzerhebung ""Sprache in Deutschland""","Bettina Zweck, Manuela Stadler, Axel Glemser",2019,,"Bettina Zweck, Manuela Stadler, Axel Glemser. 2019: SOEP-IS 2017 – Methodenbericht Online-Zusatzerhebung ""Sprache in Deutschland"". SOEP Survey Papers 590: Series B - Survey Reports (Methodenberichte). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,soep.is.2017,http://www.diw.de/documents/publikationen/73/diw_01.c.612266.de/diw_ssp0590.pdf,
soep-is,11592,SOEP-IS 2017 – Survey Report on the 2017 SOEP Innovation Sample,"Bettina Zweck, Axel Glemser",2019,,"Bettina Zweck, Axel Glemser. 2019: SOEP-IS 2017 – Survey Report on the 2017 SOEP Innovation Sample. SOEP Survey Papers 709 : Series B - Survey Reports (Methodenberichte). Berlin: DIW Berlin / SOEP",35 Other DIW Publication,soep.is.2017,http://www.diw.de/documents/publikationen/73/diw_01.c.635288.de/diw_ssp0709.pdf,
soep-is,11593,SOEP-IS 2016 – Fragebogen für die SOEP-Innovations-Stichprobe (Aufwuchsstichprobe),SOEP-IS Group,2019,,SOEP-IS Group. 2019: SOEP-IS 2016 – Fragebogen für die SOEP-Innovations-Stichprobe (Aufwuchsstichprobe). SOEP Survey Papers 710: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://www.diw.de/documents/publikationen/73/diw_01.c.624337.de/diw_ssp0710.pdf,
soep-is,11594,SOEP-IS 2016 – Questionnaire for the SOEP Innovation Sample (Boost Sample),SOEP-IS Group,2019,,SOEP-IS Group. 2019: SOEP-IS 2016 – Questionnaire for the SOEP Innovation Sample (Boost Sample). SOEP Survey Papers 711: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2016,http://www.diw.de/documents/publikationen/73/diw_01.c.624339.de/diw_ssp0711.pdf,
soep-is,11595,SOEP-IS 2016 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2017),SOEP-IS Group,2019,,SOEP-IS Group. 2019: SOEP-IS 2016 – Fragebogen für die SOEP-Innovations-Stichprobe (Update soep.is.2017). SOEP Survey Papers 712: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2017,http://www.diw.de/documents/publikationen/73/diw_01.c.624341.de/diw_ssp0712.pdf,
soep-is,11596,SOEP-IS 2016 – Questionnaire for the SOEP Innovation Sample (Update soep.is.2017),SOEP-IS Group,2019,,SOEP-IS Group. 2019: SOEP-IS 2016 – Questionnaire for the SOEP Innovation Sample (Update soep.is.2017). SOEP Survey Papers 713: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2017,http://www.diw.de/documents/publikationen/73/diw_01.c.624343.de/diw_ssp0713.pdf,
soep-is,11597,SOEP-IS 2017 – Fragebogen für die SOEP-Innovations-Stichprobe,SOEP-IS Group,2019,,SOEP-IS Group. 2019: SOEP-IS 2017 – Fragebogen für die SOEP-Innovations-Stichprobe. SOEP Survey Papers 714: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin / SOEP,35 Other DIW Publication,soep.is.2017,http://www.diw.de/documents/publikationen/73/diw_01.c.624345.de/diw_ssp0714.pdf,
